Doctor ID,Doctor Name,Education,Speciality,Experience,Chamber,Location,Concentration,MBBS,FCPS,BCS,MD,MS,MCPS,CCD,PGT,BDS,MPH,Gynae Problems,Cardiac Medicine,General Medicine,Aesthetic Medicine,Adolescent Medicine,Infectious Diseases,Geriatric Medicine,Polycystic Ovary Syndrome (Pcos),Hormone Dirtubances,Health Checkup (Pediatric)
41,Prof. Dr. Riaz Uddin Ahmad,"['MBBS', 'DDV', 'MCPS', 'FCPS']",DERMATOLOGIST,35,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Chronic Skin Allergy', 'Sexual Problems', 'Acne', 'Acne Scar Treatment', 'Allergies', 'Cellulitis & Skin Abscesses', 'Dull Skin Treatment', 'Glutathione - Skin Whitening', 'Hair Loss Treatment', 'Hair Patch', 'Hardening Of The Skin', 'Laser Skin Whitening', 'Lip Reconstruction', 'Lip Reduction', 'Liposuction', 'Pimples Treatment', 'Sun Burn Treatment', 'Dimple Creation']",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,Dr. Tamjeed Alam,"['MBBS', 'FCPS']",GENERAL SURGEON,17,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Anal Fissure Surgery', 'Diabetic Kidney Disorder', 'General Health', 'General Medicine', 'Health Checkup (General)', 'Hernia Laparoscopic Surgery', 'Hernia Surgery', 'Piles Surgery', 'Umbilical Hernia', 'Bariatric Surgery']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
43,Dr. M. K Azad,"['MBBS', 'DEM', 'FCPS', 'MACE']",MEDICINE SPECIALIST,17,Islami Bank Central Hospital | Mirpur,Dhaka,"['Adrenal Disorders', ""Alzheimer'S Disease"", 'Arthritis Problem', 'General Medicine', 'Heart Diseases', 'Hyperthyroidism', 'Infectious Diseases', 'Neonatal Medicine', 'Osteoporosis Treatment', 'Parathyroid Diseases', ""Parkinson'S Disease"", 'Pediatric Medicine', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Pregnancy', 'Thyroid Swelling', 'Trauma And Wound Care', 'Trouble Sleeping', 'Vaccination / Immunization', 'Hyperlipidemia']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
43,Dr. M. K Azad,"['MBBS', 'DEM', 'FCPS', 'MACE']",ENDOCRINOLOGIST,17,Islami Bank Central Hospital | Mirpur,Dhaka,"['Adrenal Disorders', ""Alzheimer'S Disease"", 'Arthritis Problem', 'General Medicine', 'Heart Diseases', 'Hyperthyroidism', 'Infectious Diseases', 'Neonatal Medicine', 'Osteoporosis Treatment', 'Parathyroid Diseases', ""Parkinson'S Disease"", 'Pediatric Medicine', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Pregnancy', 'Thyroid Swelling', 'Trauma And Wound Care', 'Trouble Sleeping', 'Vaccination / Immunization', 'Hyperlipidemia']",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
44,Prof. Dr. Md. Shamsul Alam,"['MBBS', 'MCPS', 'MS', 'ADVANCED VATS TRAINING (INDIA)']",GENERAL SURGEON,40,Farazy Hospital | Banasree,Dhaka,"['Appendix Removal', 'Gall Bladder Surgery', 'Pleural Effusion Treatment', 'Abdominal Fluid', 'Breast Tumor Removal', 'Stomach Tumor Surgery', 'Hernia Repair', 'Resection Of Thoracic Tumors', 'Lobectomy And Pneumonectomy', 'Resection Of Thoracic Tumours And Malignancies', 'Fistula Surgery', 'Biopsy And Lymph Node Excision']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,Prof. Dr. Md. Shamsul Alam,"['MBBS', 'MCPS', 'MS', 'ADVANCED VATS TRAINING (INDIA)']",THORACIC SURGEON,40,Farazy Hospital | Banasree,Dhaka,"['Appendix Removal', 'Gall Bladder Surgery', 'Pleural Effusion Treatment', 'Abdominal Fluid', 'Breast Tumor Removal', 'Stomach Tumor Surgery', 'Hernia Repair', 'Resection Of Thoracic Tumors', 'Lobectomy And Pneumonectomy', 'Resection Of Thoracic Tumours And Malignancies', 'Fistula Surgery', 'Biopsy And Lymph Node Excision']",1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,Asst. Prof. Dr. Md. Asif Ekram,"['MBBS', 'M.PHIL']",ONCOLOGIST,19,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Adnexal Tumors', 'Adrenal Cancer', 'Bladder Cancer', 'Bone-Marrow Transfusion', 'Colorectal Cancer', 'Gastrointestinal Stromal Tumors (Gist)', 'Gynecologic Oncology', ""Hodgkin'S Lymphoma"", 'Leukemia', 'Melanoma Treatment', 'Multiple Myeloma', 'Neuroblastoma', 'Pediatric Oncology', 'Soft Tissue Sarcoma', 'Thymic Carcinoma', 'Salivary Gland Tumors']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,Prof. Dr. A. H. M. Shamsul Alam,"['MBBS', 'FCPS']",GENERAL SURGEON,30,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Abdominal Cancer Surgery', 'Abdominal Surgery', 'Adenoid / Tonsil Surgery', 'Advaced Laproscopic Gynaecological Surgery', 'Advance Laparoscopic Surgeries', 'All Gynae Surgery', 'Anal Fissure Surgery', 'Anterior Segment Surgery', 'Anti Reflux (Gerd) Surgery', 'Aortic Aneurysm Surgery / Endovascular Repair', 'Aortic Valve Surgery', 'Anal Fissure Treatment (Non-Surgical)']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,Prof. Dr. Md. Khayrul Kabir,"['MBBS', 'MD']",NEUROMEDICINE SPECIALIST,20,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Bacterial Brain Abscess', 'Brain Aneursym Surgery', 'Brain Aneurysm Coiling', 'Brain Aneurysm Treatment', 'Brain Arteriovenous Fistula Embolization', 'Brain Hemorrhage', 'Brain Infection', 'Brain Mapping', 'Brain Structure & Function', 'Confusion', 'Memory Disorders', 'Memory Improvement', 'Memory Problem', 'Brain Spine Tb']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,Prof. Dr. Nasima Arjumand Banu,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,22,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Gynae Check Up', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynec Advices', 'Hormonal Disturbances In Women', 'Hyper / Hypo - Thyroid Treatment', 'Laparoscopic Gynaecology', 'Normal Vaginal Delivery (Nvd)', 'Nutrition For Pregnant Women', 'Obstetrics & Gynecology', 'Parathyroid Diseases', 'Parathyroid Disorders', 'Thyroid', 'Thyroid Diet Counseling', 'Vaginal Infection Treatment', 'Vaginal Prolapse', 'Women And Vascular Disease', ""Women'S Health"", 'High-Risk Pregnancy Care']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,Prof. Dr. Mahmood Hasan,"['MBBS', 'FCPS']",PSYCHIATRIST,26,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Abnormal Behaviour', 'Abnormal', ' Unusual', ' Strange Behavior', 'Anger Control', 'Anger Management', 'Disturbed Sleep', 'Family Counseling', 'Family Planning', 'Loss Of Interest', 'Memory Loss', 'Pre-Marital Counselling', 'Relationship Problem', 'Sexual Problems', 'Sleep Apnea', 'De-Addiction']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,Asst. Prof. Dr. Shah Md. Zakir Hossain,"['MBBS', 'CCD', 'MD']",NEPHROLOGIST,24,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Acid-Base Fluctuations', 'Chronic Kidney Disease (Ckd)', 'Chronic Renal Failure', 'Diabetic Kidney Disorder', 'Dialysis', 'Electrolyte Disorders', 'Glomerular Complications', 'Kidney Disease Treatment', 'Kidney Infections', 'Kidney Stone Treatment', 'Nephrotic Syndrome Treatment', 'Polycystic Kidneys Diseases', 'Transplant Nephrology', 'Ureteroscopy (Urs)', 'Renal Insufficiency']",1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
51,Dr. Ashraful Haque Chowdhury,"['MBBS', 'FCPS']",HEMATOLOGIST,16,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Acute Hematologic Disorder', 'Blood Banking', 'Blood Calcium', 'Blood Cancer Specialist', 'Blood Clots', 'Blood Clots', 'Blood Clotting Problems', 'Blood Disease', 'Blood Disorder Treatment', 'Blood Group Test', 'Blood In Motion', 'Blood In Urine', 'Blood In Urine (Hematuria) Treatment', 'General Hematology']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,Dr. Rabeya Afroz Shoma,"['MBBS', 'DDV']",DERMATOLOGIST,15,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Acne', 'Allergic Conjunctivitis', 'Allergic Enteropathy', 'Allergic Rhinitis', 'Allergy Skin Prick Test', 'Bacterial Skin Infection Treatment', 'Cellulitis & Skin Abscesses', 'Dimple Creation', 'Dull Skin', 'Endovenous Laser Treatment', 'Hair Care', 'Hair Disease', 'Pimples Treatment', 'Smile Design', 'Sun Burn Treatment', 'Allergy & Immunotheraphy']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,Dr. Md. Iqbal Hossain,"['MBBS', 'MD', 'MCPS', 'FRCP', 'FCPS']",GASTROENTEROLOGIST,11,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Adolescent Medicine', 'Aesthetic Medicine', 'Chronic Liver Disease', 'Colon Resection', 'Gallbladder', 'Gastric Balloon', 'Gastritis Treatment', 'Gastroenteritis Treatment', 'Gastroenterology', 'Gastrointestinal Diseases', 'Gastrointestinal Disorders', 'General Medicine', 'Peptic / Gastric Ulcer Treatment', 'Stomach', 'Colon Polyps']",1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
53,Dr. Md. Iqbal Hossain,"['MBBS', 'MD', 'MCPS', 'FRCP', 'FCPS']",MEDICINE SPECIALIST,11,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Adolescent Medicine', 'Aesthetic Medicine', 'Chronic Liver Disease', 'Colon Resection', 'Gallbladder', 'Gastric Balloon', 'Gastritis Treatment', 'Gastroenteritis Treatment', 'Gastroenterology', 'Gastrointestinal Diseases', 'Gastrointestinal Disorders', 'General Medicine', 'Peptic / Gastric Ulcer Treatment', 'Stomach', 'Colon Polyps']",1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0
54,Dr. Ishrat Laila,"['MBBS', 'MRCP']",INTERNAL MEDICINE SPECIALIST,6,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Adolescent Medicine', 'Critical Care Medicine', 'Aesthetic Medicine', 'Diabetes', 'Fetal Medicine', 'General Health', 'General Illness', 'General Medicine', 'Hypertension (High Blood Pressure)', 'Maternal Fetal Medicine', 'Medical Advisor', 'Vaccination', 'Heart Diseases']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
54,Dr. Ishrat Laila,"['MBBS', 'MRCP']",RESPIRATORY SPECIALIST,6,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Adolescent Medicine', 'Critical Care Medicine', 'Aesthetic Medicine', 'Diabetes', 'Fetal Medicine', 'General Health', 'General Illness', 'General Medicine', 'Hypertension (High Blood Pressure)', 'Maternal Fetal Medicine', 'Medical Advisor', 'Vaccination', 'Heart Diseases']",1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
55,Asst. Prof. Dr. Serajus Salekin,"['MBBS', 'BCS', 'MS']",THORACIC SURGEON,15,Apollo Clinic Dhanmondi & JMI Specialized Hospital,Dhaka,"['Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Invasive Cardiac', 'Pacemaker Implantation', 'Peripheral Angioplasty', 'Hiatal Hernia']",1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,Asst. Prof. Dr. Mohammad Mizanur Rahman,"['MBBS', 'MD', 'FACC (USA)']",CARDIOLOGIST,25,Asgar Ali Hospital,Dhaka,"['Atrial Tachycardia', 'Bacterial Endocarditis', 'Cardiac Ablation', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Catheterization', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Cardic Tmt', ' Ecg', ' Echo', 'Cardio Thoracic Surgery', 'Cardiogenic Shock', 'Cardiac Tumor Resection']",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,Asst. Prof. Dr. M. Akhter Hossain,"['MBBS', 'MS']",CARDIAC SURGEON,25,Asgar Ali Hospital,Dhaka,"['Atrial Tachycardia', 'Cardiac Ablation', 'Cardiac Anesthesia', 'Cardiac Disease', 'Cardiac Invasive Procedures', 'Cardiac Medicine', 'Cardiac Mri', 'Cardiac Pacing', 'Cardiac Rehabilitation', 'Cardiac Rehabilitation', 'Cardiac Transplant', 'Cardiac Tumor Resection', 'Cardic Tmt', ' Ecg', ' Echo', 'Cardiogenic Shock', 'Cardiography']",1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,Dr. Mohammad Johirul Islam,"['MBBS', 'DA (DMC)', 'FCPS']",ANESTHESIOLOGIST,18,Asgar Ali Hospital,Dhaka,"['Anesthesia', 'Cardiac Anesthesia', 'Epidural And Spinal Anesthesia', 'General Anesthesia', 'Geriatric Anesthesia', 'Inhalational Anesthesia', 'Intrathecal Anesthesia', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Pediatric Anesthesia', 'Proxymetacaine Anesthesia', 'Regional Anesthesia', 'Sedation Anesthesia', 'Spinal Anesthesia', 'Trauma Anesthesia', 'Abdominal Pain']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,Dr. Md. Didarul Alam,"['MBBS', 'MCPS']",ANESTHESIOLOGIST,37,Asgar Ali Hospital,Dhaka,"['Abdominal Pain Treatment', 'Anesthesia', 'Cardiac Anesthesia', 'Epidural And Spinal Anesthesia', 'General Anesthesia', 'Geriatric Anesthesia', 'Inhalational Anesthesia', 'Intrathecal Anesthesia', 'Neuro Anesthesia', 'Ob-Gyn Anesthesia', 'Pediatric Anesthesia', 'Regional Anesthesia', 'Sedation Anesthesia', 'Spinal Anesthesia', 'Abdominal Pain']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Asst. Prof. Dr. Parven Akter Parul,"['MBBS', 'BCS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,20,Asgar Ali Hospital,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Recurrent Miscarriages', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Hysteroscopy']",1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
61,Prof. Dr. Kazi Morjina Begum,"['MBBS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,28,Asgar Ali Hospital,Dhaka,"['Embolization', 'Female Sexual Dysfunction', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'Ovarian Cystectomy', 'Ovarian Cysts', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Pregnancy Care & Check-Up', 'Premenstrual Syndrome (Pms)', 'Sexually Transmitted Disease (Std) Treatment', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Recurrent Miscarriages']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
62,Prof. Dr. Rafat Nawaz,"['MBBS', 'FRCOG (LONDON)']",GYNECOLOGIST & OBSTETRICIAN,25,Asgar Ali Hospital,Dhaka,"['All Gynae Surgery', 'Cosmetic Laser Gynaecologist', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecological Cancer Treatment', 'Laparoscopic Surgery (Obs & Gyn)', 'Maternal Fetal Medicine', 'Ob-Gyn Anesthesia', 'Obstetrics & Gynecology', 'Maternal Care/ Checkup']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
63,Dr. Shamsun Nahar Shapna,"['MBBS', 'BCS', 'MCPS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,15,Asgar Ali Hospital,Dhaka,"['Abortion / Medical Termination Of Pregnancy (Mtp)', 'Advice To Pregnant Women', 'All Gynae Surgery', 'Antenatal Counselling For Mothers With High Risk Pregnancies', 'Complicated Pregnancy Treatment', 'Cosmetic Laser Gynaecologist', 'Delivery Care', 'Diseases In Pregnancy', 'Fetomaternal Medicine', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecological Cancer Treatment', 'Maternal Care', 'Maternal Care/ Checkup', 'Maternal Fetal Medicine', 'Maternity Care', 'Gynecomastia Treatment / Surgery']",1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
64,Prof. Dr. Sakti Das,"['MBBS', 'DGO', 'FCPS', 'MS']",GYNECOLOGISTS,25,Asgar Ali Hospital,Dhaka,"['Abortion / Medical Termination Of Pregnancy (Mtp)', 'Adult Nephrology', 'Advaced Laproscopic Gynaecological Surgery', 'Advice To Pregnant Women', 'All Gynae Surgery', 'Cosmetic Laser Gynaecologist', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecomastia Treatment / Surgery', 'Complicated Pregnancy Treatment']",1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
65,Prof. Dr. Arzu Manth Ara Begum,"['MBBS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,25,Asgar Ali Hospital,Dhaka,"['Advice To Pregnant Women', 'All Gynae Surgery', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecological Cancer Treatment', 'Gynecomastia Treatment / Surgery', 'Laparoscopic Gynaecology', 'Laparoscopic Surgery (Obs & Gyn)', 'Ob-Gyn Anesthesia', 'Obstetrics & Gynecology', 'Diseases In Pregnancy']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
66,Prof. Dr. Khodeza Tul Kobra,"['MBBS', 'MCPS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,25,Asgar Ali Hospital,Dhaka,"['All Gynae Surgery', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecological Cancer Treatment', 'Gynecomastia Treatment / Surgery', 'Laparoscopic Gynaecology', 'Laparoscopic Surgery (Obs & Gyn)', 'Ob-Gyn Anesthesia', 'Obstetrics & Gynecology', 'Uro Gynecological Problems']",1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
67,Dr. Hasina Akter,"['MBBS', 'DGO', 'MRCOG']",GYNECOLOGIST & OBSTETRICIAN,19,Asgar Ali Hospital,Dhaka,"['Embolization', 'Female Infertility Disorders', 'Gynae Problems', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'In-Vitro Fertilization (Ivf)', 'Infertility Evaluation', 'Intra-Uterine Insemination (Iui)', 'Male Infertility Disorders', 'Obstetrics Problems', 'Ovarian Cystectomy', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Sexually Transmitted Infections (Stis)', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Genetic Factors Impacting Fertility']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
67,Dr. Hasina Akter,"['MBBS', 'DGO', 'MRCOG']",INFERTILITY SPECIALIST,19,Asgar Ali Hospital,Dhaka,"['Embolization', 'Female Infertility Disorders', 'Gynae Problems', 'Gynae Problems', 'Hormone Dirtubances', 'Hysteroscopy', 'In-Vitro Fertilization (Ivf)', 'Infertility Evaluation', 'Intra-Uterine Insemination (Iui)', 'Male Infertility Disorders', 'Obstetrics Problems', 'Ovarian Cystectomy', 'Pelvic Inflammatory Disease (Pid)', 'Polycystic Ovary Syndrome (Pcos)', 'Sexually Transmitted Infections (Stis)', 'Uterine Fibroids', 'Vaginal Infection Treatment', 'Genetic Factors Impacting Fertility']",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
68,Dr. Natasha Tiluttoma Aleem,"['MBBS', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,20,Asgar Ali Hospital,Dhaka,"['Abortion / Medical Termination Of Pregnancy (Mtp)', 'All Gynae Surgery', 'Cosmetic Laser Gynaecologist', 'Fetomaternal Medicine', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecological Cancer Treatment', 'Gynecomastia Treatment / Surgery', 'Laparoscopic Gynaecology', 'Maternal Care', 'Maternal Care/ Checkup', 'Advice To Pregnant Women']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
69,Dr. Ferdousi Chowdhury,"['MBBS', 'DGO', 'FCPS']",GYNECOLOGIST & OBSTETRICIAN,25,Asgar Ali Hospital,Dhaka,"['Advaced Laproscopic Gynaecological Surgery', 'Advice To Pregnant Women', 'All Gynae Surgery', 'Gynae Check Up', 'Gynae Problems', 'Gynae Problems', 'Gynaec Laparoscopy', 'Gynaecological Endoscopy', 'Gynec Advices', 'Gynecologic Oncology', 'Gynecological Cancer Treatment', 'Gynecomastia Treatment / Surgery', 'Laparoscopic Gynaecology', 'Abortion / Medical Termination Of Pregnancy (Mtp)', 'Fetomaternal Medicine', 'Maternal Care', 'Maternity Care']",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
70,Prof. Dr. Atika Begum,"['MBBS', 'FCPS']",GYNECOLOGIC ONCOLOGIST,26,Asgar Ali Hospital,Dhaka,"['Breast Cancer Treatment', 'Cancer Screening (Preventive)', 'Cervical Dysplasia (Pre-Cancerous Changes)', 'Fallopian Tube Cancer', 'Gestational Trophoblastic Disease (Molar Pregnancy)', 'Lumpectomy', 'Mastectomy', 'Mixed Epithelial Tumors', 'Ovarian Borderline Tumors', 'Ovarian Cancer', 'Pap Collection', 'Uterine Cancer', 'Vaginal Cancer', 'Vulvar Cancer']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Dr. Mofazzal Sharif,"['MBBS', 'MCPS', 'MD', 'MPH']",RADIOLOGIST,12,Popular Diagnostic Centre Ltd. | Bogura,Bogra,"['Breast Ultrasound', 'Chest Radiology', 'Computed Tomography (Ct)', 'Enchondroma', 'Gallbladder Cancer', 'Interventional Diagnostic', 'Magnetic Resonance Imaging (Mri)', 'Osteochondroma', 'Pancreatic Cancer', 'Pelvic Ultrasound', 'Positron Emission Tomography (Pet)', 'Pregnancy Ultrasound', 'Vascular Imaging', 'X-Rays', 'Neuroradiology']",1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
72,Dr. Md. Shafiul Azam,"['MBBS', 'BCS', 'CCD', 'MACP', 'MD']",HEMATOLOGIST,16,Popular Diagnostic Centre Ltd. | Bogura,Bogra,"['Anemia', 'Autoimmune Hemolytic Anemia (Aiha)', 'Blood Clots', 'Blood Transfusion', 'Bone Marrow Failure Syndromes', 'Coagulation Disorders', 'Hemochromatosis (Excess Iron)', 'Hemoglobinopathies (E.G.', ' Hbs', ' Hbc)', 'Hemophilia', 'Iron-Deficiency Anemia', 'Leukemia', 'Lymphoma', 'Plasma Cell Disorders', 'Sickle Cell Anemia', 'Thalassemia', 'Eosinophilic Disorders']",1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Asst. Prof. Dr. Surozit Sarkar Titas,"['MBBS', 'MD']",HEMATOLOGIST,19,Popular Diagnostic Centre Ltd. | Bogura,Bogra,"['Anemia', 'Autoimmune Hemolytic Anemia (Aiha)', 'Blood Clots', 'Blood Transfusion', 'Bone Marrow Failure Syndromes', 'Coagulation Disorders', 'Hemochromatosis (Excess Iron)', 'Hemoglobinopathies (E.G.', ' Hbs', ' Hbc)', 'Hemophilia', 'Iron-Deficiency Anemia', 'Leukemia', 'Lymphoma', 'Plasma Cell Disorders', 'Sickle Cell Anemia', 'Eosinophilic Disorders']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Dr. Mukul Rayhan,"['MBBS', 'BCS', 'MD']",ENDOCRINOLOGIST,19,Popular Diagnostic Centre Ltd. | Bogura,Bogra,"['Adrenal Disorders', 'Adrenal Gland Disorders', 'Growth Hormone Disorders', 'Hyperlipidemia', 'Hyperthyroidism', 'Hypopituitarism', 'Hypothyroidism', 'Lesions Goiter', 'Obesity', 'Osteoporosis Treatment', 'Parathyroid Diseases', 'Pituitary Stalk Lesions', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Pregnancy', 'Thyroid Swelling', 'Thyroid Storm']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Dr. Md. Abu Shehab,"['MBBS', 'MD']",ENDOCRINOLOGIST,18,Popular Diagnostic Centre Ltd. | Bogura,Bogra,"['Adrenal Disorders', 'Adrenal Gland Disorders', 'Growth Hormone Disorders', 'Hyperlipidemia', 'Hyperthyroidism', 'Hypopituitarism', 'Hypothyroidism', 'Lesions Goiter', 'Obesity', 'Osteoporosis Treatment', 'Parathyroid Diseases', 'Pituitary Stalk Lesions', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Pregnancy', 'Thyroid Swelling', 'Thyroid Storm']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,Asst. Prof. Dr. Md. Jahangir Alam,"['MBBS', 'BCS', 'MD']",ENDOCRINOLOGIST,24,Popular Diagnostic Centre Ltd. | Bogura,Bogra,"['Adrenal Disorders', 'Adrenal Gland Disorders', 'Goiter Treatment', 'Growth Hormone Disorders', 'Hyperlipidemia', 'Hyperthyroidism', 'Hypopituitarism', 'Hypothyroidism', 'Obesity', 'Osteoporosis Treatment', 'Parathyroid Diseases', 'Pituitary Stalk Lesions', 'Thyroid Disorder Treatment', 'Thyroid Disorders In Pregnancy', 'Thyroid Swelling', 'Thyroid Storm']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
